CMDLINE C:\Users\pribu\AppData\Local\Programs\Python\Python311\python.exe main.py
MEM 1.667969 1683795443.6855
MEM 27.289062 1683795443.7927
MEM 34.187500 1683795443.8929
MEM 34.187500 1683795443.9932
MEM 34.187500 1683795444.0938
MEM 34.187500 1683795444.1942
MEM 34.187500 1683795444.2948
MEM 34.187500 1683795444.3952
MEM 34.187500 1683795444.4956
MEM 34.187500 1683795444.5960
MEM 34.187500 1683795444.6963
MEM 34.187500 1683795444.7968
MEM 34.187500 1683795444.8972
MEM 34.187500 1683795444.9981
MEM 34.187500 1683795445.0986
MEM 34.187500 1683795445.1993
MEM 34.191406 1683795445.3000
MEM 34.195312 1683795445.4009
MEM 36.707031 1683795445.5052
MEM 51.125000 1683795445.6054
MEM 60.773438 1683795445.7059
MEM 61.851562 1683795445.8062
MEM 61.949219 1683795445.9066
MEM 62.050781 1683795446.0071
MEM 62.062500 1683795446.1078
MEM 62.074219 1683795446.2083
MEM 62.074219 1683795446.3088
MEM 62.078125 1683795446.4091
MEM 62.085938 1683795446.5095
MEM 62.093750 1683795446.6102
MEM 62.097656 1683795446.7106
MEM 62.101562 1683795446.8112
MEM 62.125000 1683795446.9116
MEM 62.125000 1683795447.0143
MEM 62.125000 1683795447.1151
MEM 62.125000 1683795447.2157
MEM 62.125000 1683795447.3165
MEM 62.125000 1683795447.4170
MEM 62.105469 1683795447.5176
MEM 62.105469 1683795447.6180
MEM 62.105469 1683795447.7184
MEM 61.457031 1683795447.8190
MEM 61.457031 1683795447.9194
MEM 61.468750 1683795448.0199
MEM 62.980469 1683795448.1204
MEM 62.988281 1683795448.2210
MEM 62.988281 1683795448.3213
MEM 62.988281 1683795448.4218
MEM 63.011719 1683795448.5221
MEM 63.023438 1683795448.6228
MEM 63.023438 1683795448.7234
MEM 63.003906 1683795448.8239
MEM 63.003906 1683795448.9250
MEM 63.015625 1683795449.0252
MEM 63.117188 1683795449.1258
MEM 63.144531 1683795449.2278
MEM 63.144531 1683795449.3285
MEM 63.144531 1683795449.4287
MEM 63.144531 1683795449.5298
MEM 63.144531 1683795449.6303
MEM 63.144531 1683795449.7311
MEM 63.144531 1683795449.8315
MEM 63.144531 1683795449.9319
MEM 63.144531 1683795450.0326
MEM 63.144531 1683795450.1331
MEM 63.144531 1683795450.2338
MEM 63.144531 1683795450.3346
MEM 63.144531 1683795450.4354
MEM 63.144531 1683795450.5361
MEM 63.144531 1683795450.6368
MEM 63.144531 1683795450.7375
MEM 63.144531 1683795450.8383
MEM 63.328125 1683795450.9389
MEM 63.707031 1683795451.0456
MEM 63.707031 1683795451.1458
MEM 63.707031 1683795451.2466
MEM 63.707031 1683795451.3469
MEM 63.707031 1683795451.4474
MEM 63.707031 1683795451.5479
MEM 63.707031 1683795451.6485
MEM 63.707031 1683795451.7493
MEM 63.707031 1683795451.8501
MEM 63.707031 1683795451.9506
